#event_id event_lat event_lon station netwk.stn.channel.comp slat slon EPIC_DIST relative_starttime relative_endtime shift(in s) CC_value(t) CC_value(0) wind_weight dlnA(t) dlnA(0)
C201303102251A -6.71  148.37   AK.COLD       AK.COLD..BHT             67.23   -150.20     85.67   1966.20   2277.00     -0.60      0.95      0.95      7.38     -0.31     -0.31
C201303102251A -6.71  148.37   AK.COLD       AK.COLD..BHZ             67.23   -150.20     85.67   1633.20   1831.00     -8.00      0.93      0.60      4.58      0.66      0.66
C201303102251A -6.71  148.37   AK.CTG        AK.CTG..BHR              60.96   -141.34     86.60   1244.40   1414.00     -1.20      0.93      0.91      3.92      0.07      0.06
C201303102251A -6.71  148.37   AK.CTG        AK.CTG..BHR              60.96   -141.34     86.60   1414.00   1599.20      0.20      0.90      0.90      4.15     -0.45     -0.45
C201303102251A -6.71  148.37   AK.CTG        AK.CTG..BHR              60.96   -141.34     86.60   1639.60   1835.00      1.60      0.89      0.88      4.36      0.20      0.20
C201303102251A -6.71  148.37   AK.CTG        AK.CTG..BHR              60.96   -141.34     86.60   2100.00   2282.80     -6.20      0.94      0.68      4.30      0.31      0.30
C201303102251A -6.71  148.37   AK.CTG        AK.CTG..BHT              60.96   -141.34     86.60   2054.00   2280.40     -0.20      0.94      0.94      5.35     -0.09     -0.09
C201303102251A -6.71  148.37   AK.DHY        AK.DHY..BHR              63.08   -147.38     84.81   1175.60   1393.20     -1.80      0.95      0.92      5.15     -0.23     -0.25
C201303102251A -6.71  148.37   AK.DHY        AK.DHY..BHR              63.08   -147.38     84.81   1393.20   1609.00      1.00      0.91      0.91      4.91     -0.31     -0.31
C201303102251A -6.71  148.37   AK.DHY        AK.DHY..BHR              63.08   -147.38     84.81   1609.00   1806.00      2.60      0.91      0.87      4.48      0.25      0.25
C201303102251A -6.71  148.37   AK.DHY        AK.DHY..BHT              63.08   -147.38     84.81   2022.40   2240.40      1.40      0.94      0.93      5.12     -0.11     -0.11
C201303102251A -6.71  148.37   AK.DHY        AK.DHY..BHZ              63.08   -147.38     84.81    649.80    829.40     -2.40      0.89      0.84      3.98      0.18      0.18
C201303102251A -6.71  148.37   AK.DHY        AK.DHY..BHZ              63.08   -147.38     84.81    894.60   1107.20     -3.60      0.87      0.76      4.61      0.53      0.53
C201303102251A -6.71  148.37   AK.DHY        AK.DHY..BHZ              63.08   -147.38     84.81   1166.20   1425.00     -1.00      0.96      0.95      6.19     -0.27     -0.28
C201303102251A -6.71  148.37   AK.DHY        AK.DHY..BHZ              63.08   -147.38     84.81   1425.00   1613.00      5.20      0.86      0.72      4.03     -0.07     -0.08
C201303102251A -6.71  148.37   AK.DHY        AK.DHY..BHZ              63.08   -147.38     84.81   1613.00   1811.60     -0.80      0.90      0.90      4.48     -0.10     -0.10
C201303102251A -6.71  148.37   AK.DHY        AK.DHY..BHZ              63.08   -147.38     84.81   1893.80   2041.60      0.20      0.90      0.90      3.32      0.32      0.32
C201303102251A -6.71  148.37   AK.DIV        AK.DIV..BHR              61.13   -145.77     84.66   1228.60   1393.00     -0.60      0.93      0.93      3.84     -0.07     -0.08
