event_name     event_lat  event_lon  station     station_lat  station_lon  DT/T    
C052297B       18.7600  258.2700  GT.LPAZ     -16.2880  291.8690   -0.5559
C052297B       18.7600  258.2700  GT.LPAZ     -16.2880  291.8690   -0.5854
C052297B       18.7600  258.2700  II.EFI      -51.6750  301.9360   -0.0744
C052297B       18.7600  258.2700  II.EFI      -51.6750  301.9360   -0.1567
C052297B       18.7600  258.2700  II.EFI      -51.6750  301.9360   -0.1195
C052297B       18.7600  258.2700  II.EFI      -51.6750  301.9360   -0.0412
C052297B       18.7600  258.2700  II.NNA      -11.9880  283.1580   -0.6279
C052297B       18.7600  258.2700  IU.HKT       29.9620  264.1620    1.1190
C052297B       18.7600  258.2700  IU.KIP       21.4200  201.9890    0.3046
C052297B       18.7600  258.2700  IU.LVC      -22.6130  291.0890   -0.2608
C052297B       18.7600  258.2700  IU.LVC      -22.6130  291.0890   -0.4527
C052297B       18.7600  258.2700  IU.LVC      -22.6130  291.0890   -0.3925
C052297B       18.7600  258.2700  IU.PTCN     -25.0710  229.9050   -0.1626
C052297B       18.7600  258.2700  IU.RAR      -21.2120  200.2270   -0.1176
C052597D       -32.0200  180.0500  G.HDC        10.0020  275.8890   -0.0608
C052597D       -32.0200  180.0500  G.PEL       -33.1440  289.3250   -0.1791
C052597D       -32.0200  180.0500  G.PEL       -33.1440  289.3250   -0.1550
C052597D       -32.0200  180.0500  GT.LPAZ     -16.2880  291.8690   -0.1031
C052597D       -32.0200  180.0500  GT.LPAZ     -16.2880  291.8690    0.0080
C052597D       -32.0200  180.0500  GT.LPAZ     -16.2880  291.8690   -0.2372
C052597D       -32.0200  180.0500  GT.PLCA     -40.7330  289.4490   -0.2107
C052597D       -32.0200  180.0500  GT.PLCA     -40.7330  289.4490    0.0622
C052597D       -32.0200  180.0500  GT.PLCA     -40.7330  289.4490   -0.2188
C052597D       -32.0200  180.0500  II.EFI      -51.6750  301.9360   -0.3348
C052597D       -32.0200  180.0500  II.EFI      -51.6750  301.9360   -0.0092
C052597D       -32.0200  180.0500  II.EFI      -51.6750  301.9360   -0.3157
C052597D       -32.0200  180.0500  IU.HKT       29.9620  264.1620    0.0310
C052597D       -32.0200  180.0500  IU.HKT       29.9620  264.1620   -0.1651
C052597D       -32.0200  180.0500  IU.HKT       29.9620  264.1620   -0.1041
C052597D       -32.0200  180.0500  IU.HKT       29.9620  264.1620    0.0061
C052597D       -32.0200  180.0500  IU.LVC      -22.6130  291.0890   -0.1573
C052597D       -32.0200  180.0500  IU.LVC      -22.6130  291.0890   -0.0343
C052597D       -32.0200  180.0500  IU.LVC      -22.6130  291.0890   -0.1745
C052597D       -32.0200  180.0500  IU.PTCN     -25.0710  229.9050    0.0000
C052597D       -32.0200  180.0500  IU.RAR      -21.2120  200.2270   -0.1125
C052597D       -32.0200  180.0500  IU.RAR      -21.2120  200.2270   -0.4575
C052597D       -32.0200  180.0500  IU.RAR      -21.2120  200.2270   -0.0866
C052597D       -32.0200  180.0500  XB.FELL     -52.0570  289.9950   -0.0098
C052597D       -32.0200  180.0500  XB.FELL     -52.0570  289.9950   -0.4572
C052597D       -32.0200  180.0500  XH.CHAS     -21.9600  292.1500   -0.1679
C052597D       -32.0200  180.0500  XH.LCOL     -22.2800  292.3500    0.0392
C052597D       -32.0200  180.0500  XH.LCOL     -22.2800  292.3500   -0.1937
C052597D       -32.0200  180.0500  XH.OLLA     -21.3200  291.9600   -0.1239
C052597D       -32.0200  180.0500  XH.UYUN     -20.4600  293.2500   -0.1605
C060204B       -32.7800  181.1400  G.HDC        10.0020  275.8890    0.0121
C060204B       -32.7800  181.1400  G.PPT       -17.5690  210.4240    0.1933
C060204B       -32.7800  181.1400  G.PPT       -17.5690  210.4240    0.0855
C060204B       -32.7800  181.1400  GT.LPAZ     -16.2880  291.8690   -0.0576
C060204B       -32.7800  181.1400  II.EFI      -51.6750  301.9360   -0.2980
C060204B       -32.7800  181.1400  II.RPN      -27.1270  250.6660   -0.0796
C060204B       -32.7800  181.1400  IU.HKT       29.9620  264.1620    0.1022
C060204B       -32.7800  181.1400  IU.LCO      -29.0110  289.3000   -0.1050
C060204B       -32.7800  181.1400  IU.LVC      -22.6130  291.0890   -0.0524
